,city,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,food,life
2847,Samut Prakan,Thailand,1.44,37.44,5.89,1.73,5.18,1.01,0.58,0.33,1.78,1.01,1.31,1.52,20.16,2.09,7.2,1.73,1.15,1.73,1.44,1.87,1.3,0.72,0.84,15.84,1.69,1.87,3.46,0.63,28.8,1.01,1.15,3.46,1.17,34560.51,27360.41,28.8,0.07,17.25,42.24,,5.76,31.68,24.0,90.72,64.8,268.8,158.4,864.01,369.61,,2790.05,614.41,3.99,148.371,775.4882799999999
2848,Uzice,Serbia,3.59,22.44,3.59,1.62,2.06,1.23,1.39,0.81,1.04,0.69,1.05,2.41,3.14,4.94,4.71,0.69,1.44,0.94,0.99,0.45,0.36,0.45,0.67,4.49,1.35,1.5,3.41,0.58,17.95,1.34,0.45,4.49,1.5,22891.05,21116.93,156.72,0.02,15.92,3.59,6.73,2.69,78.55,26.93,98.75,121.19,186.7,143.63,257.3,197.49,1114.02,819.4,482.53,2.1,93.7031,706.7037733333332
2850,Hod HaSharon,Israel,19.08,88.08,16.15,8.81,8.81,4.21,3.1,2.28,1.77,2.48,2.92,3.99,15.55,11.75,19.53,3.53,2.44,1.89,1.96,1.37,1.25,1.77,1.56,14.24,2.66,3.57,10.28,1.76,73.4,4.32,1.32,35.23,2.13,41103.33,41273.9,255.79,0.04,28.87,93.46,14.68,13.06,105.76,50.89,124.29,147.15,1174.38,1174.38,1908.37,1712.64,11352.35,10177.97,2536.66,3.52,254.26480000000004,2055.0245333333332
2851,Folkestone,United Kingdom,18.45,70.73,6.75,6.15,4.92,4.0,2.46,2.23,1.07,1.48,3.44,3.08,7.38,8.0,13.12,2.46,1.23,2.46,4.92,1.15,1.17,0.64,1.14,9.84,2.21,1.85,14.51,2.77,105.35,3.2,1.38,24.35,1.87,30750.0,29520.0,270.6,0.02,24.6,39.98,,10.15,55.35,30.75,57.4,73.8,968.63,785.66,1353.0,1239.23,2706.0,3321.0,1968.0,2.33,170.8852,1710.6883333333333
2852,Tacuarembo,Uruguay,6.4,,5.12,1.02,,1.79,0.77,0.64,0.67,1.28,0.64,1.79,6.4,6.4,6.4,1.54,1.54,1.02,1.79,1.28,1.15,0.51,1.1,5.12,1.54,1.79,3.58,0.9,37.1,1.29,1.15,10.45,1.72,33468.07,34369.96,134.33,0.21,34.54,17.91,10.23,6.4,68.85,35.18,85.58,97.2,255.86,127.93,460.54,204.69,2814.03,2010.02,600.55,8.19,132.971,957.94968
2855,Royal Leamington Spa,United Kingdom,18.45,67.65,7.38,4.15,4.92,3.69,2.17,1.8,1.17,0.78,2.09,2.83,9.23,8.41,13.12,1.41,1.45,2.35,1.23,1.07,1.0,0.51,0.72,8.61,2.03,2.21,12.92,3.69,,4.06,1.57,18.45,1.84,25830.0,26518.8,333.64,0.25,31.98,45.3,13.94,10.46,98.4,49.2,91.94,106.6,1045.5,863.05,1845.0,1640.0,5637.5,4612.5,3608.0,2.75,143.6347,
2858,Yevlax,Azerbaijan,5.88,14.71,5.74,0.71,1.18,0.59,0.47,0.18,1.03,0.41,0.88,1.18,2.35,2.94,6.18,0.88,1.76,1.18,1.3,0.59,0.44,0.59,0.53,1.76,0.82,1.18,2.94,0.18,17.65,0.59,0.29,3.53,0.59,14705.88,21504.29,41.18,0.02,11.76,35.29,35.29,4.71,29.41,17.65,96.04,35.29,117.65,58.82,176.47,117.65,294.12,176.47,205.88,8.0,81.76780000000001,448.54682
2860,Aversa,Italy,15.81,52.69,8.43,4.21,3.69,1.81,1.65,1.05,1.13,1.19,1.68,3.16,12.84,10.54,17.91,1.74,1.72,1.45,2.37,1.29,1.33,1.17,0.64,5.27,1.64,2.46,6.32,,,5.27,0.84,18.97,2.18,26343.63,26080.19,176.18,0.21,31.14,42.15,7.38,8.17,68.49,43.34,91.54,105.37,368.81,316.12,,437.3,3424.67,1844.05,1053.75,1.67,169.60559999999998,
2862,Krusevac,Serbia,3.16,35.91,3.51,1.6,1.17,1.24,1.12,0.71,0.77,0.47,2.83,1.58,4.04,6.88,10.17,1.14,1.28,1.5,0.79,0.87,0.64,0.45,0.45,3.14,1.01,1.02,3.41,0.89,28.73,0.9,0.58,2.11,1.53,10529.68,10529.68,124.19,0.1,17.95,15.79,10.53,3.75,52.56,31.96,94.6,72.94,230.16,137.12,289.57,236.55,921.35,631.78,487.66,4.5,101.69069999999999,676.2007733333335
2863,Carson City,United States,20.0,50.0,9.0,7.0,5.0,5.0,3.0,2.0,1.32,4.41,4.41,1.89,8.45,4.37,17.64,2.2,2.2,4.41,5.22,3.01,2.3,1.79,1.07,9.99,2.0,1.82,9.0,5.0,30.0,3.2,1.86,20.0,1.45,22422.5,21000.0,137.72,0.1,62.5,30.0,15.0,11.0,42.2,35.0,105.0,121.75,1250.0,1000.0,2975.0,2350.0,2152.78,1614.59,6000.0,5.95,232.96490000000006,1814.3374999999999
2864,Veszprem,Hungary,5.13,25.71,4.76,1.22,1.29,1.33,0.77,0.59,0.71,0.88,1.2,1.87,6.81,3.18,6.43,1.14,1.18,1.1,2.19,0.66,0.57,0.82,0.27,1.93,0.61,0.87,4.89,0.82,15.11,1.93,0.77,12.86,1.22,19283.18,22497.04,121.7,0.06,11.0,25.71,5.66,5.14,47.57,11.14,68.56,55.92,359.95,289.25,514.22,385.66,1842.61,1371.25,766.19,4.48,81.1893,815.0646533333332
2866,Chania,Greece,13.17,52.69,7.38,3.95,5.27,3.36,2.0,0.76,1.66,1.12,1.76,4.49,10.36,5.44,9.17,1.87,1.81,1.3,1.65,0.93,0.74,0.64,0.9,6.32,1.91,3.29,4.74,2.32,52.69,3.95,1.32,13.51,2.38,22128.65,19705.04,142.5,0.08,39.12,48.08,26.34,7.38,72.26,30.11,86.28,99.23,480.77,408.33,829.82,649.81,1826.49,1545.49,823.24,4.96,151.2202,1209.1511533333335
2868,Bekescsaba,Hungary,5.78,33.68,5.4,1.61,1.54,1.2,1.14,0.99,0.73,0.94,1.16,1.75,5.66,3.79,8.06,1.54,1.36,1.71,1.59,1.03,1.53,1.11,0.25,3.6,0.74,0.83,5.66,0.77,18.0,1.29,1.09,15.43,1.17,15825.41,19668.84,136.59,0.11,9.08,48.85,13.18,3.86,43.71,36.42,89.99,73.92,239.97,180.83,385.66,299.96,1221.27,805.61,639.69,6.0,90.3046,671.0098866666667
2869,White Plains,United States,22.0,80.0,8.25,6.0,8.0,4.61,2.25,2.09,1.01,3.67,3.0,3.0,16.53,22.05,13.81,5.47,1.86,4.48,6.09,4.59,2.18,2.28,2.87,12.37,,2.75,10.75,,100.0,3.0,1.4,25.0,1.28,21845.0,19500.0,169.45,0.3,68.75,96.67,,13.5,47.5,34.92,62.48,187.5,2000.0,1400.0,2800.0,2200.0,4972.93,3584.38,2500.0,5.04,353.2426,2599.918333333333
2870,Slavonski Brod,Croatia,5.58,25.13,5.58,2.09,2.23,1.5,1.81,1.4,0.86,0.84,1.72,1.95,6.75,7.86,8.14,0.84,1.4,1.16,1.77,0.58,0.65,0.98,0.86,5.58,1.16,1.4,4.61,1.4,30.71,2.79,0.7,6.98,1.56,21637.77,21833.21,157.64,0.03,19.89,24.66,12.1,5.58,72.13,30.25,68.8,72.13,209.4,150.07,418.8,272.22,1562.85,1096.19,822.23,3.6,121.7174,756.0331799999999
2876,Pithapuram,India,1.23,10.13,3.38,1.84,3.07,1.23,0.4,0.18,0.68,0.33,0.61,0.52,3.81,2.15,2.78,1.72,0.37,1.04,0.25,0.25,0.18,0.27,0.31,9.21,1.92,3.56,2.21,0.37,9.83,0.28,0.23,2.46,1.43,12281.76,14738.11,64.48,0.02,6.14,10.49,14.12,4.3,27.02,61.41,36.85,24.56,116.68,67.55,276.34,196.51,2644.0,1322.0,552.68,8.5,52.6883,538.5757133333333
2877,Zalau,Romania,5.67,25.69,5.14,1.5,1.93,1.5,1.36,1.07,1.56,1.12,1.28,2.38,5.35,3.59,5.14,0.82,1.07,1.07,4.28,0.48,0.47,0.43,0.47,4.28,0.64,1.34,4.71,0.43,12.84,0.64,0.64,6.42,1.68,18366.26,14985.76,102.76,0.03,7.49,24.98,13.38,3.75,25.69,48.17,83.28,64.22,153.43,107.04,428.16,214.08,963.37,749.29,655.72,5.33,99.93440000000001,633.3077466666666
2879,Belize City,Belize,7.97,50.0,7.0,2.0,3.23,4.24,1.0,0.6,3.14,1.55,2.03,2.32,9.65,6.82,4.97,4.41,1.27,1.52,2.42,2.38,1.97,1.56,1.0,20.0,2.03,3.62,4.0,1.5,20.0,3.98,4.0,15.0,1.96,24812.07,28537.28,64.06,0.45,96.25,38.33,9.92,9.21,60.0,26.78,100.0,120.18,331.38,325.1,1223.42,755.22,500.61,945.61,998.65,11.67,190.57319999999999,1077.1399066666665
2880,Duzce,Turkey,1.88,10.73,2.15,1.74,2.01,1.35,0.5,0.21,0.78,0.4,1.0,1.17,4.2,3.4,8.15,0.55,1.07,0.48,0.77,0.46,0.37,0.51,0.24,6.17,1.53,2.15,1.5,0.38,15.03,0.48,0.48,3.76,1.07,29516.1,24149.53,53.21,0.05,7.78,30.41,8.05,1.48,37.23,29.78,48.3,45.62,80.5,66.19,169.94,143.11,268.33,201.25,301.87,19.0,70.6085,516.2262399999998
2881,Mugla,Turkey,3.22,21.9,3.76,2.15,2.82,1.66,0.71,0.25,0.8,0.36,1.23,1.37,5.07,3.77,8.0,0.84,1.21,0.59,0.95,0.51,0.26,0.61,0.29,5.37,1.44,1.97,1.56,0.48,24.15,0.63,0.38,2.68,1.18,34882.66,31875.59,76.47,0.08,8.25,24.15,12.07,2.68,55.01,26.83,77.14,38.46,225.4,147.58,384.6,275.04,1431.08,1001.76,251.84,24.67,76.048,757.4880533333334
2882,Sfantu-Gheorghe,Romania,6.42,20.34,5.14,1.28,1.5,1.18,1.07,0.86,1.25,0.95,1.0,1.78,5.94,4.28,6.42,0.82,1.14,0.96,1.5,0.51,0.64,0.46,0.57,5.35,0.92,1.21,4.6,0.54,14.99,0.64,0.66,4.82,1.71,16848.33,20450.14,123.96,0.04,6.15,29.97,,5.14,16.06,16.06,65.56,73.59,159.82,120.77,248.78,209.63,453.93,316.7,321.12,7.21,101.30419999999998,682.2152866666667
2883,Evora,Portugal,12.64,31.61,7.38,1.58,1.9,1.84,1.45,1.06,0.65,1.01,1.28,1.96,3.95,5.73,10.89,1.95,1.3,1.51,1.68,1.05,1.0,1.15,0.5,4.21,1.28,2.07,5.27,1.58,31.61,3.69,0.32,15.7,2.12,23603.89,31189.24,130.77,0.06,31.61,50.05,7.2,7.9,80.35,32.14,72.44,96.4,570.78,513.7,948.37,856.17,2107.49,843.0,1573.59,2.21,110.4304,1313.952253333333
2884,Trencin,Slovakia,6.06,31.61,6.32,1.58,1.84,2.14,1.46,1.18,0.77,0.76,0.86,2.52,7.64,5.68,12.07,1.25,1.43,1.52,3.33,0.87,0.91,1.05,0.78,3.69,0.84,0.88,4.53,0.84,15.81,3.16,1.32,7.9,1.59,16859.92,19494.29,133.47,0.05,18.34,48.74,23.71,6.85,54.09,29.5,72.88,90.62,579.56,509.31,860.56,684.93,2142.62,1896.74,930.19,1.93,124.33520000000001,1095.4459866666666
2885,Jelgava,Latvia,5.27,26.34,5.27,2.11,2.11,1.67,0.91,0.95,1.08,0.85,1.65,1.59,7.38,6.32,3.16,1.23,1.33,1.36,1.58,0.52,0.8,0.9,0.64,6.32,1.51,2.11,3.95,1.58,52.69,1.26,0.53,7.27,1.77,15279.31,15209.06,236.44,,14.05,36.88,21.07,5.27,84.3,26.34,73.76,94.84,284.51,194.94,379.35,295.05,1159.12,895.68,816.65,2.5,101.6211,
2887,Ohrid,North Macedonia,4.24,19.53,4.67,2.21,2.55,1.02,1.19,0.91,0.93,0.51,1.15,1.68,5.35,5.31,7.0,0.62,0.98,1.1,1.3,0.96,0.96,0.99,0.39,3.4,0.89,1.72,2.55,0.51,16.98,0.85,0.59,5.09,1.14,14007.73,16696.08,74.85,0.19,14.43,14.26,16.98,2.55,53.65,39.05,62.82,101.87,150.69,106.12,292.89,165.55,1326.06,930.64,371.72,3.83,89.265,558.9728066666667
2888,Dunfermline,United Kingdom,16.61,49.2,6.15,6.15,4.0,3.38,1.85,1.18,1.07,0.71,1.72,1.97,4.61,7.38,13.53,3.08,0.98,3.69,,1.66,1.05,0.74,0.8,9.84,2.15,2.46,12.92,2.46,69.52,3.94,1.8,18.45,1.88,24689.18,29383.88,292.23,0.12,42.64,30.74,12.3,14.15,103.01,38.44,69.7,77.9,676.5,604.75,1476.0,1230.0,1557.18,2958.15,1803.8,3.4,143.10229999999999,1412.3460400000001
2891,Castelo Branco,Portugal,6.32,34.25,6.59,1.58,1.58,1.0,1.73,1.2,0.53,1.33,0.87,1.21,7.9,4.21,10.8,1.79,1.3,1.51,1.93,1.22,1.24,0.79,0.53,3.16,1.26,2.07,5.58,1.0,26.34,3.69,0.53,15.7,2.12,29504.87,31189.24,111.96,0.19,35.58,42.15,,7.38,52.69,32.14,72.44,79.03,316.12,263.44,544.44,526.87,1264.49,843.0,948.37,1.7,114.41600000000001,1052.1947533333332
2896,Halmstad,Sweden,9.68,58.1,8.72,6.29,6.78,3.74,1.84,1.72,0.97,2.38,2.59,1.98,8.85,9.21,15.4,2.71,1.6,2.42,3.19,1.28,0.77,2.23,1.44,8.72,1.81,1.96,6.59,2.57,43.58,4.65,1.55,38.74,1.96,21305.03,19368.21,67.79,0.11,30.25,38.64,19.37,13.56,87.43,34.23,87.67,121.34,677.89,581.05,1065.25,629.47,,,2869.72,2.0,203.05400000000003,1312.0798466666668
2900,Lautoka,Fiji,3.64,34.16,6.38,1.82,2.73,2.7,1.06,0.85,1.21,0.37,0.94,2.6,7.83,5.31,4.39,2.03,1.78,1.7,1.37,0.97,0.97,0.91,0.62,8.2,1.71,1.97,7.29,0.91,38.37,0.68,0.46,2.73,1.29,18219.5,19870.64,47.86,0.12,26.61,9.11,2.28,3.64,17.08,19.36,54.73,52.38,261.91,113.87,751.55,387.16,,,1015.23,6.14,104.67089999999999,742.9692866666667
2902,Ithaca,United States,15.0,60.0,10.0,5.0,6.0,4.12,2.18,1.51,0.85,2.7,2.26,2.88,11.38,4.39,10.68,5.88,1.14,6.37,5.96,2.84,2.9,1.39,1.99,11.0,2.14,1.6,10.0,1.5,45.0,2.45,1.86,20.0,1.08,30000.0,24250.0,99.76,0.13,68.0,84.67,,13.5,34.25,27.0,79.43,95.71,1800.0,1275.0,2750.0,2233.33,,,3216.67,4.99,230.5228,2334.563333333334
2905,Skien,Norway,20.55,102.75,12.33,8.12,9.61,4.03,3.52,2.53,2.03,3.44,2.77,4.41,11.27,14.93,26.92,3.46,2.23,2.64,2.95,2.15,1.67,2.33,1.87,14.08,3.39,4.36,15.0,4.06,45.21,10.28,2.41,61.65,2.17,31338.98,35791.51,126.73,0.05,47.21,43.67,18.5,13.36,71.93,35.96,135.29,147.28,873.38,702.13,1284.38,1233.01,3322.27,2466.02,3203.46,3.17,310.0007,1700.6362466666667
2906,Ibiza,Spain,13.7,89.57,9.48,4.74,4.74,2.45,2.71,1.92,1.76,1.76,1.65,2.81,19.32,7.02,11.59,2.63,2.63,2.11,2.35,2.2,1.58,0.95,0.88,4.21,0.9,1.29,5.16,2.21,73.76,3.85,1.4,29.5,1.92,20021.16,26343.63,186.05,0.21,60.59,79.03,21.07,8.43,87.81,57.6,89.57,140.5,1264.49,1159.12,2353.36,2423.61,7165.47,5268.73,2148.32,3.17,192.8554,2013.4165399999997
2907,Mikkeli,Finland,9.48,79.03,7.38,5.27,6.06,4.21,2.11,0.99,0.93,1.04,2.11,1.83,5.53,7.32,15.81,2.11,1.53,1.48,3.14,1.21,1.25,2.94,1.21,15.81,1.23,4.21,10.54,3.48,59.01,6.22,1.69,49.57,2.22,28647.12,28977.99,279.9,0.07,35.09,20.97,24.46,11.59,,39.18,,,684.93,600.63,1106.43,895.68,2107.49,1580.62,2569.03,1.5,164.0231,
2910,Muban Saeng Bua Thong,Thailand,1.01,,4.9,1.58,2.02,1.01,0.29,1.07,1.25,1.09,0.58,1.04,14.4,1.44,5.76,2.88,0.58,1.15,0.4,0.86,0.81,0.58,0.44,8.64,1.63,1.73,3.17,1.21,43.2,1.01,0.43,3.46,0.92,57600.86,20160.3,42.1,0.06,17.12,43.2,28.8,5.76,43.2,33.5,64.8,51.84,,172.8,1296.02,432.01,3456.05,2304.03,720.01,7.0,104.7381,
2914,Alajuela,Costa Rica,5.85,33.42,7.52,2.34,3.18,3.01,1.27,1.12,1.32,1.75,1.28,2.45,10.12,8.91,11.92,4.37,1.34,3.56,2.24,2.09,1.84,0.84,2.02,12.95,1.77,2.39,3.84,1.0,71.86,1.09,1.13,,1.19,26737.3,26175.15,57.45,0.05,46.23,37.24,50.13,5.85,64.46,41.44,105.84,84.39,384.35,309.68,735.28,666.59,1219.89,948.2,877.32,13.33,225.24020000000002,968.5687000000001
2916,Korce,Albania,4.05,22.53,3.8,0.86,2.25,1.5,0.98,0.8,1.1,0.56,1.28,2.14,5.56,3.45,8.34,0.9,1.89,1.08,0.96,0.84,0.69,0.66,0.78,4.51,0.93,1.49,2.79,0.27,15.32,2.7,2.7,6.31,1.89,9011.04,11714.35,50.77,,19.6,18.02,8.56,2.7,24.78,22.53,45.06,38.3,210.26,108.13,225.28,141.17,675.83,464.07,340.17,,109.8584,
2917,Sakon Nakhon,Thailand,1.08,37.44,5.76,1.66,3.53,1.87,0.44,0.24,1.63,1.21,1.08,1.61,13.17,1.63,12.6,3.16,0.82,1.72,1.01,1.22,0.89,0.48,0.53,17.28,1.58,2.59,2.81,0.43,7.2,1.15,0.66,1.3,1.27,18720.28,18720.28,41.23,0.03,23.33,57.6,5.76,4.61,38.88,18.0,71.28,54.0,151.2,153.6,288.0,230.4,950.41,576.01,432.01,3.0,136.548,589.59724
2921,Gabrovo,Bulgaria,6.33,26.72,3.56,1.07,1.6,1.17,0.92,0.64,1.2,0.88,1.64,2.12,8.91,4.23,6.35,1.0,1.42,1.17,1.59,0.64,0.69,0.71,0.5,5.23,0.74,1.05,3.05,0.71,41.8,1.05,0.53,5.34,1.45,21639.9,16831.03,62.7,0.18,12.49,15.68,12.39,4.76,31.71,18.1,55.81,44.25,171.88,97.17,343.18,250.26,,,646.53,3.37,103.875,649.6932400000001
2923,Valladolid,Mexico,3.35,15.47,7.22,2.78,2.06,2.84,0.77,0.62,1.13,1.5,1.03,1.67,9.28,5.36,14.08,2.97,0.93,0.9,1.54,1.6,1.18,0.51,0.83,10.31,1.29,3.09,4.13,0.41,,1.55,0.52,7.74,1.13,12376.56,17115.02,18.05,0.07,24.5,24.6,9.02,3.35,41.26,25.78,48.99,30.94,154.71,95.4,412.55,257.84,515.69,360.98,515.69,10.8,155.93229999999997,
2926,Vejle,Denmark,17.01,85.05,12.62,7.44,5.67,6.02,4.96,3.01,1.59,1.84,2.36,3.88,11.89,7.8,13.47,2.84,3.12,3.07,3.72,1.64,1.91,2.22,1.09,11.34,1.37,2.84,7.8,3.4,56.7,11.06,2.84,77.96,2.03,45289.6,29767.81,231.36,0.14,36.6,31.89,56.7,14.18,99.23,58.47,99.23,141.75,726.48,661.51,1417.51,1116.29,3071.28,2268.02,3503.62,2.0,197.5582,1485.19248
2928,Bodo,Norway,18.5,92.48,13.87,9.25,9.76,4.62,3.6,3.88,2.09,2.84,3.24,4.01,14.74,11.56,20.55,2.93,1.8,2.57,2.31,2.16,2.62,1.99,2.64,12.84,3.36,3.97,15.0,5.14,82.2,5.14,,35.96,2.1,38531.53,35962.76,296.94,0.19,42.81,43.67,24.4,12.84,97.61,51.38,82.2,157.55,924.76,693.57,1464.2,1130.26,5240.29,4572.41,3596.28,3.17,313.01250000000005,1776.4129133333333
2929,Helena,United States,15.0,60.0,8.0,4.0,5.0,4.5,2.0,1.37,1.12,4.41,5.32,3.0,27.93,9.7,17.84,4.44,1.59,3.85,5.47,3.67,2.06,1.96,2.3,13.0,,5.0,10.0,3.0,25.0,5.0,1.24,,1.19,23000.0,21000.0,175.91,,79.67,58.33,35.0,12.0,61.0,65.0,106.67,138.33,1166.67,1133.33,2150.0,2083.33,2091.79,2368.06,4300.0,5.29,328.4249,
2931,Lamia,Greece,10.54,34.25,5.8,3.42,4.21,2.63,2.11,0.53,1.38,1.0,2.63,3.9,7.02,8.08,10.47,1.84,2.32,1.58,2.07,1.37,1.58,1.05,1.32,7.38,1.72,3.16,5.27,1.26,22.13,3.69,0.78,12.64,2.32,22128.65,17386.8,247.63,0.37,43.47,40.83,,8.43,75.52,35.12,79.03,117.67,273.97,214.26,403.94,421.5,1053.75,1369.87,773.62,3.35,173.16169999999997,949.2360666666666
2933,Whangarei,New Zealand,28.86,70.55,8.98,5.77,6.25,3.37,2.24,1.89,1.68,1.96,2.39,5.4,10.26,7.75,15.39,2.11,1.91,2.4,2.03,1.7,1.36,2.73,0.76,8.98,1.9,2.31,21.13,1.28,,1.8,1.51,,1.79,22285.44,18889.22,160.56,0.29,55.16,53.4,6.41,11.55,57.08,29.5,90.33,153.94,641.4,523.81,1389.97,1346.94,2008.22,2605.37,2745.19,4.73,187.57889999999998,
2937,Eger,Hungary,5.66,36.0,4.37,1.03,1.54,1.34,0.9,0.79,0.72,0.77,1.02,1.78,7.28,4.05,8.48,1.11,1.11,1.29,2.17,0.89,0.84,0.96,0.32,3.86,0.69,1.03,4.63,0.84,12.86,1.54,0.77,10.28,1.23,17997.63,20040.37,109.65,0.06,11.34,25.71,9.43,5.14,42.42,36.0,62.13,52.28,317.1,257.11,479.94,364.24,1285.55,771.33,604.21,6.21,90.5698,754.9721266666668
2939,Jihlava,Czech Republic,6.49,15.14,4.33,1.73,1.73,2.01,1.38,1.15,0.74,1.14,1.98,1.94,8.93,7.14,9.52,1.57,1.48,1.51,2.36,0.81,0.76,1.24,0.43,3.46,0.55,0.91,5.8,1.3,19.25,0.43,1.08,10.38,1.95,15380.81,15140.5,208.45,0.14,18.38,31.36,14.06,5.84,48.67,32.37,54.79,82.19,389.33,410.96,713.77,670.51,2249.45,2091.55,1297.76,4.3,115.37669999999999,938.9106666666665
2943,Komotini,Greece,14.75,31.61,7.38,3.69,5.27,3.4,2.5,1.01,1.32,1.0,3.34,3.84,9.4,10.47,10.33,2.04,1.97,1.72,2.28,1.05,1.23,1.05,0.88,5.27,1.09,1.9,5.06,1.79,42.15,2.95,1.05,15.54,2.2,20548.03,19599.66,218.13,0.45,34.56,41.52,18.97,8.43,98.0,38.55,80.93,98.42,474.19,410.96,1001.06,772.75,4531.1,2528.99,1127.51,5.3,160.6533,1158.8014466666666
2945,Stretford,United Kingdom,12.3,61.5,6.77,4.06,4.31,3.65,2.26,1.85,1.08,1.23,1.23,2.5,7.38,3.69,11.48,1.23,1.23,1.23,4.92,2.46,2.46,1.23,1.23,12.29,1.54,1.85,13.41,2.95,,3.44,1.61,25.83,1.9,32896.36,24600.0,246.0,0.18,33.83,38.75,,10.76,36.9,33.83,55.35,49.2,799.5,584.25,1045.5,984.0,1968.0,1845.0,1230.0,3.13,161.1148,
2949,Jurmala,Latvia,10.54,52.69,6.91,3.16,3.16,2.89,1.32,1.23,1.03,1.17,2.2,2.49,7.92,6.76,10.84,1.29,1.6,1.95,2.91,0.85,0.63,1.41,0.75,7.38,1.32,1.71,4.43,0.74,35.62,2.11,0.53,10.54,1.7,22974.81,23156.05,278.01,0.08,15.54,35.48,22.66,9.48,66.49,41.8,63.22,103.83,691.52,474.19,1066.92,1016.86,2704.61,1721.12,1123.99,2.45,134.9829,1278.8075666666666
2956,Lulea,Sweden,10.65,63.14,8.72,5.81,5.81,5.1,2.18,2.91,1.45,2.28,2.42,2.52,7.75,5.81,8.13,2.42,2.18,4.26,5.71,1.02,0.97,1.74,1.74,7.75,1.45,1.94,6.29,2.81,76.5,7.26,1.45,55.05,1.93,21305.03,18399.8,164.63,0.05,29.05,38.52,54.23,14.53,77.47,48.42,77.47,232.42,484.21,338.94,1065.25,726.31,2421.03,2061.65,3205.15,2.02,194.05379999999997,1145.7392333333332
2958,North Bethesda,United States,17.0,75.0,7.0,6.0,7.25,4.44,2.42,1.78,1.5,3.85,5.91,2.55,12.81,9.85,14.37,4.98,1.23,4.27,4.4,1.96,2.49,1.49,1.75,12.0,2.86,1.6,7.47,3.5,,3.5,2.17,22.0,1.24,19500.0,20331.25,163.26,0.1,70.71,63.33,,15.0,40.0,38.0,79.0,103.5,3000.0,2000.0,4125.0,3350.0,5381.96,2690.98,,4.9,265.51320000000004,
2960,Inverness,United Kingdom,18.45,73.8,7.38,4.92,4.92,3.61,1.87,1.15,1.19,1.21,1.39,2.61,6.4,5.74,11.68,2.03,1.19,1.85,2.13,1.13,0.83,0.94,1.11,8.61,1.95,2.34,15.5,3.2,102.09,3.69,1.27,20.66,1.91,29520.0,31277.15,127.49,0.12,35.55,36.9,6.15,6.76,61.5,33.44,69.7,67.65,922.5,676.5,1107.0,984.0,4229.33,3401.57,2767.5,3.57,152.26579999999998,1695.9913666666666
2961,Salisbury,United Kingdom,18.45,61.5,7.31,4.92,4.92,3.54,2.26,1.64,1.14,1.19,1.65,2.48,7.51,6.06,12.3,2.03,1.11,1.1,2.46,1.12,1.23,0.98,1.31,8.61,2.11,2.77,14.15,6.15,116.85,3.94,1.53,14.76,1.9,24600.0,24600.0,249.38,0.12,39.36,48.59,11.07,12.91,68.06,31.98,69.19,92.25,891.75,841.01,1599.0,1306.88,4463.67,3919.99,2665.0,3.37,162.9455,1631.3766666666663
2962,Waterford,Ireland,20.02,89.57,9.48,5.53,5.27,3.57,1.6,1.49,1.35,2.16,2.1,3.08,7.97,9.49,10.19,2.59,2.05,3.03,2.0,2.16,1.37,1.05,1.52,13.17,2.35,2.63,15.81,2.63,68.49,4.48,1.2,25.29,2.02,31085.48,34808.72,206.31,0.36,57.08,45.66,21.07,10.54,93.33,48.3,100.71,114.86,1051.4,999.08,1838.2,1580.62,3336.86,2928.29,2710.5,3.83,206.0644,1876.4789266666667
2963,Nelson,New Zealand,16.68,76.97,9.3,6.41,7.06,3.34,2.97,2.81,1.83,1.92,2.08,4.94,8.98,9.14,16.03,3.13,2.21,3.53,4.23,3.77,1.71,3.63,1.6,11.55,2.89,3.42,23.73,2.73,70.41,3.53,2.18,64.14,1.76,19241.99,22448.99,258.16,0.54,53.24,27.37,19.24,11.22,89.8,47.04,106.9,113.31,585.28,457.0,1090.38,791.06,4013.24,3414.17,3376.97,5.07,245.27280000000002,1260.7594199999999
2965,Ramat HaSharon,Israel,17.62,88.08,8.81,8.22,8.81,3.52,2.94,2.28,1.77,2.35,2.54,3.92,12.04,10.47,17.13,3.33,2.43,1.89,1.85,1.16,1.26,1.47,1.56,10.28,2.66,3.57,9.1,1.76,62.98,3.52,1.32,23.46,1.93,39635.35,39855.55,268.54,0.04,27.89,76.33,22.02,11.74,105.76,42.08,129.14,147.15,1100.98,954.18,2055.17,1859.44,8514.26,7731.34,3718.87,3.25,236.69529999999997,1920.313566666667
2969,Karlovy Vary,Czech Republic,6.06,30.28,6.92,1.56,1.73,2.0,1.44,0.99,0.79,1.28,1.95,2.01,8.94,7.03,10.96,1.35,1.29,1.51,2.38,0.87,0.65,1.11,0.42,6.06,0.67,1.41,5.19,1.08,18.75,1.73,1.08,8.65,2.01,29415.84,25955.15,301.5,0.13,30.28,54.79,17.3,6.92,37.85,34.61,64.89,100.94,533.52,374.91,865.17,605.62,3316.49,2314.33,1130.49,6.27,120.19659999999999,1193.2220333333335
