,city,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,food,life
1626,Mostoles,Spain,15.81,37.93,7.38,2.11,2.63,1.58,2.18,1.26,0.6,1.05,1.16,1.87,7.38,8.43,11.59,1.58,3.16,1.05,1.42,2.11,1.58,0.74,0.26,10.54,0.8,2.11,5.43,1.84,75.87,2.63,0.99,7.59,1.59,31612.36,26343.63,158.06,0.09,47.42,31.61,8.43,10.01,158.06,16.33,63.22,84.3,632.25,474.19,790.31,684.93,,2002.12,1369.87,1.5,125.33639999999998,1305.9523733333335
1630,Pamplona,Spain,12.64,52.69,7.38,3.16,3.16,1.56,1.98,0.98,0.82,1.19,1.09,2.97,13.7,6.74,12.0,2.27,2.53,1.78,2.36,1.84,1.24,1.19,1.11,6.85,0.98,2.4,5.27,1.4,31.61,3.16,1.19,15.23,1.56,24763.01,18440.54,118.22,0.11,40.04,34.6,7.38,7.69,92.52,31.61,94.84,110.64,829.82,724.45,1194.24,961.54,4566.23,2950.49,2704.86,1.82,168.60250000000002,1379.525986666667
1633,Burgas,Bulgaria,8.01,32.06,6.95,1.74,1.87,1.82,1.04,0.71,1.22,0.75,1.66,1.97,7.32,5.64,10.02,1.16,1.6,1.26,2.05,0.8,0.81,0.74,0.56,5.34,0.77,1.03,3.05,0.8,24.04,0.88,0.53,3.74,1.51,21639.9,23144.81,94.7,0.14,10.29,25.65,9.08,6.41,53.16,24.49,70.13,82.22,329.5,244.6,573.7,420.78,1353.61,892.58,698.33,4.06,116.7292,858.03098
1634,Bila Tserkva,Ukraine,4.08,8.16,3.26,0.95,1.36,0.82,0.52,0.36,0.7,0.49,1.41,0.87,5.38,3.03,5.58,0.63,0.99,1.07,2.09,0.35,0.68,0.51,0.44,4.9,0.63,0.97,1.77,0.22,1.63,1.22,0.27,2.04,0.96,13598.2,20193.33,74.28,0.01,3.26,13.46,11.64,2.18,33.32,27.2,50.99,67.99,176.78,131.45,339.95,244.77,645.23,427.66,417.01,13.9,72.69129999999998,543.2383066666665
1637,Pskov,Russia,7.2,44.0,4.8,1.6,1.92,1.36,1.01,0.61,0.96,0.49,1.42,1.41,12.8,3.89,10.0,1.74,1.29,1.23,2.31,0.57,0.56,1.12,0.74,8.12,0.72,1.44,2.72,0.51,7.2,2.23,0.32,2.88,0.79,44000.01,43781.06,110.55,0.04,5.34,32.0,24.0,5.6,104.59,60.02,130.3,152.67,336.0,208.0,560.0,360.0,1664.0,1000.0,440.0,9.67,116.017,898.0093133333334
1638,Cork,Ireland,15.81,79.03,9.48,5.48,5.27,3.64,1.89,1.53,1.2,1.74,1.37,3.16,6.52,7.79,9.7,2.42,1.68,2.08,2.66,1.46,0.94,0.93,1.42,10.54,2.63,3.57,15.81,2.53,85.35,4.74,1.45,27.4,1.98,31612.36,30615.25,177.01,0.36,52.61,46.64,24.59,11.59,77.11,35.56,84.71,89.57,1475.24,1183.71,2486.34,1854.09,3874.81,2733.43,2881.42,3.07,178.65800000000002,2263.393666666666
1639,Rostock,Germany,12.64,47.42,8.43,4.48,3.16,2.99,2.02,2.33,0.96,1.73,1.96,2.31,9.69,6.63,12.64,2.07,1.68,2.07,0.83,1.84,1.02,1.12,0.52,5.26,0.62,1.5,7.48,2.53,65.33,3.06,2.53,31.61,2.28,24236.14,42149.81,222.28,0.1,36.88,21.43,24.59,10.27,77.19,59.8,91.94,104.85,882.51,523.36,1535.83,983.5,3863.73,3020.74,2528.99,2.23,148.3724,1788.8493133333334
1641,Tunja,Colombia,1.89,8.39,3.78,0.86,1.89,0.98,0.45,0.42,0.79,0.49,0.77,1.32,2.48,3.5,3.72,2.52,,1.36,1.05,0.95,0.84,0.38,0.52,12.59,0.73,1.47,0.94,0.38,8.39,0.94,1.05,3.78,0.55,11748.75,13636.95,48.43,0.0,21.4,19.58,9.44,2.1,37.06,19.58,50.35,32.17,94.41,73.43,241.27,215.04,944.1,629.4,252.65,,,352.73726666666664
1644,Puerto Vallarta,Mexico,7.74,35.32,6.32,1.93,3.09,2.73,0.92,0.74,1.06,1.66,1.57,1.87,6.75,5.47,8.31,2.33,0.92,1.02,1.26,1.38,1.34,0.95,1.15,10.31,1.56,1.95,2.84,0.52,25.78,2.58,0.96,10.31,1.18,17352.96,14068.02,65.61,0.08,29.25,26.05,16.76,5.16,37.44,21.75,79.56,81.87,785.83,463.76,1414.26,1161.5,2713.01,1394.09,443.49,13.0,151.6621,1198.1316600000002
1645,Beersheba,Israel,16.15,61.65,17.62,7.93,6.75,3.52,2.23,1.49,1.69,2.49,3.06,3.99,15.97,10.42,23.94,2.67,2.18,1.83,1.64,1.32,1.24,1.55,1.01,10.28,2.34,2.5,11.01,1.17,36.1,5.87,1.26,35.23,1.99,41103.33,42938.3,269.57,0.03,27.3,102.76,14.68,11.74,113.77,78.29,140.93,132.12,645.64,518.68,1189.06,968.86,3890.14,3302.95,2520.03,3.62,235.64540000000002,1480.4955666666665
1647,Almere,Netherlands,16.86,84.3,8.96,4.74,4.64,2.9,2.77,2.19,1.09,2.04,2.1,1.76,11.95,8.41,28.97,2.76,1.37,1.44,2.69,1.01,0.94,0.79,0.63,6.31,1.25,1.78,8.43,3.16,72.71,4.21,3.16,37.93,2.23,26875.77,,217.01,0.26,38.46,52.69,32.67,12.12,89.22,31.61,92.73,124.69,1238.15,843.0,2423.61,1738.68,3617.86,3213.92,2950.49,3.4,197.2022,
1649,Milton Keynes,United Kingdom,18.45,57.2,6.46,5.6,4.61,3.39,1.81,1.29,1.11,1.25,1.37,2.1,7.23,7.21,11.82,2.95,1.1,2.71,5.37,1.38,1.54,0.82,1.38,7.38,2.24,3.62,14.76,4.67,77.49,3.69,1.23,22.14,1.89,25181.18,22611.09,230.32,0.02,39.77,34.85,9.86,15.07,62.53,35.3,78.41,109.16,1300.29,1089.43,2050.0,1623.6,4920.0,3690.0,3341.92,3.4,171.0247,1984.789553333333
1650,Fargo,United States,12.0,60.0,8.0,5.0,5.25,4.31,2.89,1.58,1.17,3.92,6.25,2.73,11.29,13.96,15.98,6.52,2.63,5.92,4.24,4.18,3.36,1.95,2.88,13.5,3.65,4.62,6.0,1.5,42.0,4.5,1.42,30.0,1.18,26953.0,36411.0,154.44,0.16,65.5,45.0,19.8,10.0,32.0,50.0,91.33,105.0,1112.5,783.12,1666.67,1265.0,5052.69,1009.12,3219.0,5.54,345.45880000000005,1762.8854999999999
1652,Cascais,Portugal,10.54,52.69,7.38,2.11,3.16,1.98,1.73,1.46,0.75,1.27,1.19,2.02,8.28,4.77,9.45,1.8,1.23,1.5,1.37,0.86,1.07,0.99,0.62,6.31,1.32,1.83,5.37,1.84,42.15,3.42,0.84,15.81,2.14,28451.12,30558.61,134.14,0.07,37.7,40.5,12.95,7.38,61.54,30.56,76.62,83.05,1113.96,757.8,2300.68,1383.54,5663.88,3551.12,1138.04,1.78,117.85849999999999,1868.3247133333334
1653,Linz,Austria,15.28,63.22,8.43,4.21,4.43,3.31,3.1,2.46,1.38,2.04,2.02,3.5,12.51,11.71,18.05,2.96,1.81,2.85,2.48,1.48,1.64,1.66,0.55,8.43,1.37,1.52,5.8,2.74,52.69,5.74,1.35,26.45,1.88,24720.86,20643.68,212.42,0.08,40.04,47.3,21.07,12.64,97.37,37.14,99.17,120.39,708.82,609.86,1434.26,1047.16,4362.51,3332.47,2221.9,2.26,190.60799999999998,1360.0744399999999
1654,Trieste,Italy,15.81,73.76,8.96,4.74,4.21,1.56,2.78,1.35,1.18,2.18,2.41,3.01,11.26,10.26,17.05,2.14,1.74,2.29,2.79,1.61,2.15,1.66,0.59,5.8,1.36,2.45,6.11,1.42,37.67,3.69,1.26,26.34,2.26,27397.38,30295.18,209.24,0.11,33.34,57.96,24.59,10.54,94.84,34.77,90.62,154.9,605.9,555.85,948.37,948.37,2102.22,1712.34,1595.97,1.52,182.77149999999997,1385.3031066666665
1655,Kharagpur,India,4.3,6.14,4.91,1.47,2.15,1.29,0.31,0.12,0.63,0.31,0.49,0.81,10.32,2.46,6.2,1.58,0.82,1.47,0.49,0.25,0.55,0.18,0.32,6.14,1.11,2.76,4.3,0.12,6.75,1.23,0.12,1.84,1.23,12398.56,20295.36,24.56,0.01,9.77,,18.42,3.68,18.83,11.67,27.84,16.38,85.97,36.85,165.8,110.54,793.2,528.8,614.09,7.57,69.91000000000001,504.2662133333333
1658,Green Bay,United States,12.0,60.0,9.0,3.0,4.5,4.25,1.93,1.19,0.83,1.9,4.41,2.84,9.31,8.82,15.43,3.2,1.06,2.09,2.34,2.59,0.88,1.34,2.33,9.0,2.39,3.09,9.68,2.0,39.0,1.5,1.62,49.5,1.07,22000.0,22986.25,117.83,0.1,63.8,50.0,40.0,12.0,39.8,33.66,70.8,99.0,1133.33,1000.0,2233.33,1916.67,,,2785.0,5.19,244.32029999999997,1647.2383333333335
1659,Talca,Chile,7.92,39.62,4.53,2.26,2.86,1.89,1.11,0.81,1.02,0.98,1.17,2.87,7.43,3.4,7.5,1.47,0.91,0.79,1.25,1.21,1.02,0.62,1.02,4.53,1.02,1.7,4.53,0.63,37.35,0.4,1.13,9.0,0.97,14929.26,14136.96,101.87,0.06,16.98,67.91,15.85,5.66,30.56,28.06,40.75,54.33,362.2,316.92,498.02,452.74,,,396.15,3.7,127.6335,729.3140133333334
1661,Phan Thiet,Vietnam,1.43,17.34,4.49,0.85,1.47,1.43,0.41,0.29,1.21,0.47,0.83,0.98,18.9,2.08,10.4,2.04,0.95,1.1,0.88,0.82,0.88,0.69,0.61,5.14,0.89,1.31,1.22,0.53,10.81,0.41,0.65,12.24,0.71,22437.53,48954.61,64.93,0.07,11.24,24.48,8.98,3.06,19.89,33.98,101.99,127.49,275.37,61.19,224.38,469.15,815.91,1264.66,632.33,14.57,118.7125,850.4235466666667
1665,Amarillo,United States,10.0,40.0,6.95,3.0,5.0,3.34,1.89,1.5,1.23,3.08,2.89,2.07,11.02,12.06,12.39,2.83,1.32,3.27,3.56,1.92,1.56,1.09,1.02,8.0,3.21,2.2,8.0,5.0,30.0,3.0,1.09,13.5,0.97,12000.0,22500.0,101.38,0.03,62.6,45.0,10.0,10.0,34.0,26.25,70.0,63.0,809.2,588.25,995.0,1044.12,,,3058.0,5.43,208.42090000000002,1284.86
1669,La Ceiba,Honduras,2.0,26.0,5.97,1.0,2.0,2.0,0.81,0.73,1.05,1.0,1.0,2.26,3.0,4.2,6.8,2.31,0.62,0.5,0.3,1.04,1.0,0.68,0.83,7.58,1.0,1.62,2.44,0.61,24.97,1.05,1.04,4.09,1.15,18000.0,18104.35,98.58,0.27,74.47,25.0,11.0,3.0,40.0,33.33,80.46,86.51,263.14,201.21,368.68,298.41,415.0,462.01,376.76,11.5,114.43849999999998,749.7156333333332
1671,Groningen,Netherlands,15.81,84.3,10.01,4.74,3.69,3.27,2.75,2.3,1.06,1.81,1.95,2.24,11.77,8.54,27.9,2.65,1.39,1.51,2.65,1.05,0.94,0.86,0.65,6.31,1.18,1.18,8.64,2.63,94.84,3.47,2.55,44.78,2.22,36881.08,32025.07,271.85,0.14,44.05,29.15,17.73,12.64,80.98,32.23,94.31,104.8,882.98,670.77,1254.83,977.73,3489.87,3255.28,2297.16,2.01,192.666,1730.0613933333334
1672,Tekirdag,Turkey,3.22,14.76,3.22,1.82,2.07,1.27,0.53,0.16,0.76,0.42,0.95,1.1,4.32,3.88,8.21,0.51,1.2,0.48,0.77,0.43,0.28,0.4,0.22,5.37,1.43,1.89,1.56,0.34,10.73,0.59,0.43,,1.18,38142.85,30054.99,45.47,0.03,6.84,13.42,8.05,2.15,32.73,18.5,56.33,32.87,169.94,103.04,295.16,203.26,948.09,354.19,320.65,18.5,70.94460000000001,665.2315866666667
1673,Torun,Poland,6.65,33.81,5.63,2.25,2.25,2.63,0.9,1.35,0.7,0.81,1.01,2.16,5.92,4.51,7.18,0.78,1.04,1.1,2.55,0.62,0.7,0.9,0.42,4.73,0.79,1.18,4.39,0.77,18.93,1.13,0.62,6.63,1.58,17714.47,19799.19,255.42,0.07,11.27,27.04,15.78,5.52,67.61,25.24,50.67,70.43,345.57,270.45,518.36,394.41,2366.44,1690.31,879.19,6.0,88.6368,856.1201866666665
1674,Aberdeen,United Kingdom,18.45,67.65,6.39,4.12,4.31,3.45,1.84,1.38,1.19,1.27,1.62,2.63,7.33,6.08,7.16,2.6,1.81,2.96,2.16,1.16,1.4,0.88,1.18,8.61,2.15,2.28,15.84,3.32,99.2,3.2,1.69,44.28,1.93,24477.0,26025.57,142.84,0.12,30.44,42.14,10.46,9.23,57.66,31.98,63.28,98.09,671.92,546.12,1460.63,958.72,2987.14,2477.57,2761.61,2.98,151.4816,1400.26706
1677,Zhubei,Taiwan,3.27,22.91,4.25,1.47,1.64,2.29,0.79,0.61,2.78,2.13,2.62,2.29,15.55,5.32,12.0,4.04,2.21,3.27,3.35,3.93,1.64,2.07,1.01,7.2,1.64,0.98,3.27,0.49,,3.27,0.65,3.34,0.98,31911.76,24874.81,63.19,0.19,26.11,44.6,,9.82,55.64,35.35,76.37,108.83,609.6,485.5,1167.37,840.07,3363.01,2440.02,1854.7,1.5,228.006,
1678,Gainesville,United States,17.5,60.0,8.0,4.5,5.0,4.56,1.62,1.7,1.22,3.8,5.04,3.85,12.5,11.16,23.69,5.2,1.77,4.67,4.32,2.55,2.78,2.09,1.97,9.99,2.16,3.92,9.65,2.0,35.0,3.5,1.74,,1.16,27500.0,27166.67,187.84,0.0,84.57,40.17,0.0,14.0,43.75,25.0,125.0,90.0,1223.17,900.0,2216.67,1866.67,1593.06,1291.67,2454.0,5.43,301.6189,1806.9483600000003
1681,Kassel,Germany,14.75,42.15,9.48,4.21,4.43,3.52,2.99,2.66,0.93,1.36,2.07,2.25,13.07,7.71,10.53,2.1,1.73,2.1,0.83,0.68,0.94,1.05,0.52,5.26,0.56,1.57,7.59,3.27,85.88,3.69,1.9,31.61,2.32,23401.05,19666.4,398.08,0.1,28.98,22.38,14.75,10.54,80.79,35.12,70.25,126.45,579.56,421.5,1264.49,758.7,5795.6,4214.98,2528.99,2.82,135.3243,1322.6611999999998
1682,Haldia,India,1.81,7.98,5.53,1.6,2.46,1.15,0.25,0.13,0.62,0.35,0.64,0.95,4.86,2.95,,2.33,0.66,1.27,0.62,0.21,0.38,,0.31,9.52,1.7,2.88,4.3,0.25,,0.61,0.25,1.84,1.26,12281.76,23184.28,30.71,0.0,10.5,19.65,24.56,3.68,31.86,49.13,49.52,35.0,128.96,76.76,307.04,227.21,793.2,573.63,503.55,9.25,,
1683,Luxor,Egypt,1.83,6.1,3.05,1.22,2.03,0.61,0.3,0.17,0.58,0.41,0.52,0.94,1.28,2.54,5.09,0.98,0.45,0.41,0.2,0.25,0.17,0.15,0.34,7.12,1.02,2.14,1.91,0.14,4.07,0.33,0.41,1.22,0.2,,15863.76,21.37,0.03,10.15,16.28,,4.07,8.14,35.27,82.75,17.91,128.88,108.53,134.3,122.09,446.32,312.02,142.44,7.5,55.65389999999999,323.1934133333333
1685,Gurgaon,India,4.91,18.42,3.68,1.84,3.68,2.13,0.45,0.21,0.72,0.53,0.99,1.14,6.31,4.35,7.55,2.43,0.74,1.15,0.57,0.35,0.45,0.71,0.37,11.05,1.72,2.91,4.3,0.61,24.56,0.61,0.28,1.84,1.24,12281.76,22713.58,51.49,0.01,9.77,27.45,6.68,4.91,33.12,32.51,51.11,39.52,236.24,153.14,597.59,356.53,1619.66,841.44,875.18,8.29,83.2085,703.2894733333333
1689,Sosnowiec,Poland,6.2,30.43,4.85,2.25,2.03,2.25,1.13,1.05,0.58,0.9,1.01,2.43,4.51,2.48,5.86,0.68,0.9,1.13,2.7,0.56,0.68,0.71,0.48,5.63,0.79,0.9,3.61,0.81,12.85,1.35,0.45,6.76,1.44,17714.47,20171.06,202.84,0.03,13.52,18.03,7.14,4.85,60.85,18.03,58.45,63.86,398.16,371.87,585.97,495.82,2035.66,1810.59,916.52,7.17,80.2431,879.2976466666665
1691,Almeria,Spain,12.64,47.42,8.43,3.16,3.16,1.5,2.24,1.4,0.93,0.72,2.28,1.88,12.12,7.35,10.89,1.55,1.41,1.32,1.36,1.04,1.53,1.12,0.55,5.27,0.76,1.58,5.8,1.13,21.06,5.8,0.85,16.86,1.75,26712.44,23682.92,114.07,0.13,39.52,35.56,10.54,7.38,90.1,32.49,82.54,109.59,619.08,456.62,772.75,614.68,1491.05,1157.8,1765.02,3.17,127.19939999999998,1233.95086
1692,Debrecen,Hungary,5.66,38.57,5.14,1.03,1.54,1.34,0.9,0.86,0.76,0.77,1.02,1.78,7.28,4.05,8.48,1.14,1.27,1.46,2.17,0.89,0.86,0.96,0.36,3.86,0.81,1.04,4.63,1.03,19.03,1.54,0.9,10.8,1.23,17997.63,20354.47,109.65,0.08,11.34,28.08,8.06,5.14,68.29,36.0,70.54,69.79,359.95,257.11,563.3,425.66,2271.13,1701.2,716.81,6.21,93.26930000000002,813.0165933333334
1693,Cajamarca,Peru,2.61,26.11,4.83,1.31,2.61,2.35,0.65,0.5,0.52,0.65,0.97,1.44,5.18,3.92,8.63,0.97,0.58,0.71,0.52,0.58,1.15,0.52,0.51,7.83,2.24,2.09,4.57,0.26,11.75,1.31,0.81,3.92,1.18,20885.0,19579.69,26.11,0.26,26.11,19.58,20.89,4.44,52.21,18.27,65.27,45.69,182.74,78.32,469.91,261.06,2088.5,,783.19,10.0,86.34729999999999,620.0008533333333
1695,El Jadid,Morocco,3.07,18.84,4.96,2.36,2.36,1.72,0.51,0.3,0.67,0.74,1.06,1.19,5.86,3.92,7.23,1.08,0.96,0.53,0.64,0.54,0.61,0.41,0.54,7.08,1.6,2.08,3.59,0.45,18.89,0.94,0.76,2.83,1.21,15583.68,21722.7,32.13,0.16,39.36,26.64,16.06,4.72,33.94,41.81,60.88,54.41,220.38,151.11,365.98,255.01,1025.16,579.98,383.11,4.67,88.8573,701.8391000000001
1696,Olympia,United States,25.0,60.0,10.0,5.0,6.0,4.36,2.08,1.31,0.95,2.91,3.67,4.0,14.05,5.14,11.84,4.06,1.73,3.18,5.27,2.34,2.28,1.65,1.69,9.0,3.57,4.17,10.0,0.0,0.0,2.5,1.4,60.0,1.32,25000.0,21900.0,168.89,0.1,67.0,37.25,14.0,12.0,39.29,35.0,64.83,112.83,1524.17,1391.25,2096.25,1959.0,3534.15,3229.17,4124.74,4.62,227.0699,2041.2566666666667
1697,Oulu,Finland,12.64,65.33,10.01,6.85,6.59,4.48,2.77,1.98,1.12,2.41,2.79,2.39,9.66,11.03,18.18,3.29,1.78,2.78,4.28,0.94,1.68,1.77,1.63,12.64,2.74,3.91,10.01,3.69,55.32,6.32,1.69,52.69,2.41,40880.05,33479.24,103.47,0.07,25.4,33.72,26.69,15.81,85.84,37.69,88.61,181.75,704.08,521.6,1255.71,967.69,3708.83,2159.12,2560.21,1.06,225.9698,1547.7672533333337
1698,Yonkers,United States,12.5,65.0,9.0,5.0,7.0,4.83,2.73,2.17,1.59,4.41,6.6,4.0,14.14,13.23,19.84,2.8,1.57,2.08,4.24,1.9,2.77,2.58,1.91,15.0,1.43,2.0,12.0,2.75,130.43,2.79,1.24,15.0,1.28,35000.0,22500.0,169.06,,80.0,20.0,10.0,15.0,53.33,35.0,81.67,162.0,1200.0,1400.0,3000.0,3600.0,,,3639.0,5.43,302.0514,
1699,Tokat,Turkey,2.68,10.73,2.41,1.88,1.34,1.2,0.55,0.18,0.63,0.35,1.07,0.99,3.43,2.41,6.49,0.5,0.95,0.48,0.48,0.27,0.23,0.3,0.27,5.37,1.64,1.83,1.64,0.33,7.92,0.59,0.46,5.37,1.24,21466.25,26161.99,66.49,0.05,8.05,10.73,,2.41,27.15,17.94,44.01,27.01,59.03,39.35,101.96,62.61,563.49,402.49,301.87,22.93,59.436400000000006,530.3292533333334
1701,Frisco,United States,15.0,56.0,9.0,5.0,8.0,4.42,2.5,2.1,1.0,3.31,4.3,2.79,10.27,,13.21,4.27,1.14,4.31,3.89,2.36,2.74,1.46,1.83,17.0,1.99,2.33,6.85,1.25,48.0,2.25,1.49,,1.05,19000.0,24666.67,122.24,0.1,69.17,17.66,29.0,11.0,41.0,28.75,77.5,92.5,1624.21,1317.19,3412.5,1890.0,2814.76,2098.96,4674.0,5.43,,2161.580026666667
1702,Isidro Casanova,Argentina,6.12,25.0,6.0,1.92,2.0,1.3,1.03,0.81,0.77,1.0,0.95,1.37,6.77,4.33,6.61,2.37,1.38,1.15,1.78,0.73,0.73,0.93,0.75,3.0,1.04,1.95,2.0,0.2,,0.91,0.52,4.78,0.91,26700.0,23229.18,48.19,0.2,21.87,24.19,28.22,4.88,43.67,44.81,99.89,89.76,340.61,276.29,862.73,706.45,2400.0,1755.33,325.0,45.0,109.1806,
1704,Liege,Belgium,15.81,57.96,10.54,3.95,3.16,2.9,2.37,1.88,1.06,1.77,1.69,2.68,19.6,10.54,16.86,2.94,1.67,2.18,2.83,2.02,1.13,1.39,0.97,6.85,1.36,1.94,7.9,2.63,39.78,2.53,2.45,33.72,1.91,29504.87,26828.35,245.35,0.27,49.38,35.04,21.78,11.85,102.74,44.78,99.23,124.34,632.25,553.22,916.76,737.62,2365.66,2239.21,2162.64,1.82,203.4326,1337.9193
1705,Norwich,United Kingdom,18.45,86.1,7.38,6.15,4.92,3.43,2.24,1.35,1.44,1.51,2.03,2.63,6.7,7.01,9.72,2.24,1.55,2.63,1.72,0.75,1.29,0.74,1.35,9.84,2.77,2.38,13.16,3.2,79.64,4.43,1.83,19.93,1.9,22755.0,22140.0,180.4,0.12,36.53,46.74,6.77,9.84,75.85,46.13,70.73,76.88,1054.29,830.25,1783.5,1423.29,4027.64,2890.5,2367.34,3.12,168.41170000000002,1736.7008333333335
1708,Kouribga,Morocco,2.6,12.28,4.72,1.98,2.13,1.09,0.43,0.28,0.66,0.57,0.94,1.13,7.56,4.25,6.61,1.04,0.94,0.47,0.47,0.38,0.38,0.24,0.57,7.08,1.51,1.98,2.98,0.33,11.81,0.76,0.47,2.83,1.04,15583.68,18889.31,32.03,0.14,22.41,18.89,11.81,5.67,21.25,23.61,51.95,47.22,166.86,113.34,286.49,186.53,881.5,613.9,362.05,2.5,87.0206,563.2153133333331
1709,Taranto,Italy,15.81,52.69,7.38,3.69,3.69,1.42,1.65,0.91,1.05,1.19,1.68,2.68,11.63,8.75,12.45,1.58,1.05,1.05,2.37,1.29,0.53,0.87,0.26,3.16,1.59,2.37,6.32,1.05,15.81,5.27,1.26,18.97,2.11,26343.63,26080.19,149.59,0.21,30.48,44.78,13.7,7.38,52.69,21.07,85.62,70.25,421.5,316.12,737.62,447.84,,1159.12,1369.87,1.59,131.2885,1097.7590200000002
1711,Banja Luka,Bosnia And Herzegovina,5.38,26.88,3.76,1.34,1.61,1.12,1.4,0.9,0.92,0.85,1.56,1.9,6.1,6.16,8.78,1.03,1.34,1.41,1.31,0.8,0.9,1.05,0.57,5.38,0.6,0.97,3.23,1.18,29.56,1.08,0.81,8.06,1.49,18276.42,18529.73,162.02,0.13,20.26,21.84,11.42,3.23,80.04,37.63,73.91,102.13,275.49,194.86,432.72,309.09,1767.91,1312.73,550.32,4.81,109.74929999999999,787.4645066666667
1712,Oradea,Romania,7.49,42.82,4.71,2.14,3.21,1.93,1.37,1.24,1.12,0.92,1.16,2.55,6.8,4.75,13.17,0.75,1.16,1.31,2.57,0.56,0.66,0.53,0.54,6.42,0.73,1.01,4.92,0.64,17.13,0.58,0.6,5.93,1.71,16848.33,18559.69,76.37,0.05,8.11,31.58,17.84,6.1,40.68,32.38,45.49,58.87,293.62,193.69,494.4,370.05,1472.84,1152.36,532.26,5.75,117.3667,808.9358533333334
1713,Holon,Israel,17.62,73.4,16.15,7.78,6.17,3.78,2.7,2.06,1.75,1.7,2.5,3.73,7.93,10.28,19.57,2.94,2.54,1.76,2.26,1.37,1.32,0.88,1.06,11.74,2.52,2.84,10.57,1.73,71.93,3.89,0.88,27.89,2.02,41103.33,41103.33,229.37,0.03,28.05,63.61,13.21,10.86,66.06,53.58,113.77,127.22,1056.94,983.54,1663.71,1644.13,6752.69,5504.91,2460.33,3.88,208.18320000000003,1904.57914
1714,Huntington Beach,United States,20.0,100.0,9.99,5.5,8.0,5.0,,1.68,1.03,3.49,2.5,3.5,16.8,13.21,13.59,2.83,1.64,3.0,5.93,2.24,2.42,1.78,1.75,10.0,2.14,2.8,9.0,2.0,69.0,3.5,1.79,20.75,1.69,23195.0,25500.0,166.85,0.03,57.7,32.25,0.0,12.0,50.62,32.5,68.25,132.5,2466.67,1900.0,4066.67,3566.67,5561.35,4484.96,4815.0,5.45,258.7994,3144.8874999999994
1716,Richmond,Canada,14.82,59.29,8.89,5.56,5.93,4.32,1.98,1.45,2.05,2.38,3.56,3.3,14.29,9.36,18.7,3.54,1.26,3.7,5.48,3.63,4.61,2.03,1.36,13.34,1.85,2.59,,2.33,74.3,,,8.89,1.64,18158.17,24210.89,148.54,0.48,53.12,36.87,9.88,11.12,32.12,39.03,71.64,97.24,1411.89,1507.0,3816.92,2594.02,9573.2,7778.23,3740.95,5.6,257.49449999999996,2067.3887866666664
1717,Alcala de Henares,Spain,10.54,42.15,8.43,2.37,2.63,1.58,2.05,0.88,0.77,0.74,0.94,2.02,5.8,3.69,7.73,1.67,1.79,1.46,1.51,1.14,1.3,1.06,0.72,3.69,1.03,1.59,5.27,2.63,50.58,3.69,1.11,21.07,1.73,19494.29,20372.41,102.74,0.02,35.56,40.83,14.93,9.48,64.98,33.37,75.08,92.2,702.5,553.22,1159.12,737.62,2370.93,1931.87,1369.87,1.75,108.35929999999999,1306.3659466666666
1718,Beni Mellal,Morocco,1.89,16.06,2.83,2.36,1.42,0.94,0.33,0.24,0.61,0.76,1.26,1.08,7.46,4.25,5.48,0.71,1.35,0.63,0.91,0.38,0.41,0.24,0.6,9.44,1.23,1.56,3.31,0.94,,0.47,0.38,4.72,1.14,23139.4,19518.95,21.84,0.09,30.7,11.33,,4.25,8.5,8.5,75.56,43.92,94.45,66.11,151.11,85.0,1888.93,1794.48,377.79,4.0,88.01930000000002,
1721,Brescia,Italy,15.28,63.22,8.96,5.27,5.27,1.71,3.03,1.11,1.26,2.31,1.91,4.14,12.51,9.87,19.1,2.39,1.94,1.94,2.37,1.24,1.11,1.76,0.48,5.8,1.4,2.23,6.32,1.48,37.41,6.85,1.03,24.03,2.21,22128.65,21777.4,241.13,0.19,29.39,46.23,21.07,12.64,62.96,31.4,79.69,93.08,659.64,755.18,1756.24,808.06,2809.99,1633.31,1547.69,1.3,185.28900000000004,1345.538366666667
1723,Parma,Italy,15.81,73.76,9.48,5.27,4.48,1.69,2.69,1.05,1.4,1.91,1.97,2.87,18.44,8.28,14.31,1.82,1.79,2.02,3.82,1.21,1.43,0.99,0.7,5.27,2.55,2.63,6.11,1.58,36.88,3.69,1.37,23.71,2.24,26923.19,28003.28,208.64,0.31,31.61,54.95,19.23,10.01,91.54,42.15,100.11,152.04,570.78,474.19,974.71,829.82,2774.86,1949.43,1565.47,2.42,178.8526,1327.2104066666666
1724,Fuenlabrada,Spain,10.54,36.88,6.9,2.63,2.63,1.37,2.42,1.05,0.84,0.84,1.05,2.11,10.54,6.32,10.54,3.16,2.11,1.05,2.11,1.05,1.05,1.05,0.68,4.74,1.32,1.84,8.01,1.69,68.49,5.27,1.05,21.07,1.83,22655.52,27924.25,105.37,0.21,36.88,31.61,8.43,10.54,105.37,18.44,84.3,84.3,658.59,737.62,1475.24,882.51,5268.73,2634.36,1527.93,2.0,131.72189999999998,1365.5840000000003
